id;message_key;translated_text;language_id;created_at;updated_at
377;painful_cold;Painful feeling of cold;1;;
378;electric_shocks;Electric shocks;1;;
379;tingling;Pins and needles;1;;
380;pins_and_needles;Tingling;1;;
381;numbness;Numbness;1;;
382;itching;Itchiness;1;;
383;hypoesthesia_to_touch;Hypoesthesia to touch;1;;
384;hypoesthesia_to_pinprick;Hypoesthesia to prick;1;;
385;brushing;Rubbing;1;;
386;permanently;Permanently;1;;
387;between_8_and_12;Between 8 and 12 hours;1;;
388;between_4_and_7;Between 4 and 7 hours;1;;
389;between_1_and_3;Between 1 and 3 hours;1;;
390;less_than_1_h;Less than 1 hour;1;;
391;More than 20;More than 20;1;;
392;between_11_and_20;Between 11 and 20;1;;
393;between_6_and_10;Between 6 and 10;1;;
394;between_1_and_5;Between 1 and 5;1;;
395;no_pain_attack;No pain attacks ;1;;
396;very_much_improved;Extreme improvement;1;;
397;much_improved;Great improvement;1;;
398;minimally_improved;Slight improvement;1;;
399;no_change;No change;1;;
400;minimally_worsened;Slight deterioration;1;;
401;much_worsened;Great deterioration;1;;
402;very_much_worsened;Extreme deterioration;1;;
403;i_have_no_problems_in_walking_about;I have no problem walking about;1;;
404;i_have_some_problems_in_walking_about;I have slight problems problems walking about;1;;
405;i_am_confined_to_bed;I have moderate problems problems walking about;1;;
406;i_have_no_problems_with_self-care;I have no problem washing or dressing myself;1;;
407;i_have_some_problems_washing_or_dressing_myself;I have slight problems washing or dressing myself;1;;
408;i_am_unable_to_wash_or_dress_myself;I have moderate problems washing or dressing myself;1;;
409;i_have_no_problems;I have no problems doing my usual activities;1;;
410;i_have_some_problems;I have slight problems completing my usual activities;1;;
411;i_am_unable_to_perform_my_usual_activities;I have moderate problems doing my usual activities;1;;
412;i_have_no_pain_or_discomfort;I have no pain or discomfort;1;;
413;i_have_moderate_pain_or_discomfort;I have slight pain or discomfort;1;;
414;i_have_extreme_pain_or_discomfort;I have moderate pain or discomfort;1;;
415;i_am_not_anxious_or_depressed;I am not anxious or depressed;1;;
416;i_am_moderately_anxious_or_depressed;I am slightly anxious or depressed;1;;
417;i_am_extremely_anxious_or_depressed;0-15 minutes;1;;
418;0-15_minutes;16-30 minutes;1;;
419;16-30_minutes;31-45 minutes;1;;
420;31-45_minutes;46-60 minutes;1;;
421;46-60_minutes;More than 60 minutes;1;;
422;more_than_60_minutes;Permanently ;1;;
423;all_of_the_time;All of the time;1;;
424;most_of_the_time;Most of the time;1;;
425;a_good_bit_of_the_time;Some of the time;1;;
426;some_of_the_time;A little of the time;1;;
427;a_little_of_the_time;None of the time ;1;;
428;none_of_the_time;Never;1;;
429;no_pain;No pain ;1;;
430;worst_pain_imaginable;Maximum pain imaginable ;1;;
431;pain_as_intense;Worst pain imaginable;1;;
432;no_burning;No burning ;1;;
